,price,m2,age,floor,total_room,district_encoded,neighbor_encoded
7388,6650000,122,5,2.0,4,7736038.525691699,7842480.0
7389,3250000,130,21,1.0,4,3987994.5945945946,4535961.538461538
7390,4150000,135,16,1.0,4,6106125.056426332,6086363.590909091
7391,17100000,130,31,2.0,4,18840772.21851852,28713409.09090909
7392,4750000,85,0,3.0,3,5749051.802409639,4267661.957746479
7393,5950000,95,38,0.5,3,16676002.409638554,10557678.57142857
7395,2040000,87,6,0.5,2,2769582.4657534244,4107124.9583333335
7396,7490000,78,0,4.0,3,7962301.739130435,8317777.777777778
7397,6150000,110,0,6.0,4,5877304.964539007,7677352.94117647
7398,5150000,168,25,0.5,4,4970295.55403868,6134857.085714285
7400,17250000,110,26,6.0,4,18766793.31306991,28832777.777777776
7401,6250000,165,6,12.0,4,5749051.802409639,4267661.957746479
7402,9500000,174,12,3.0,4,5749051.802409639,5026250.0
7403,3399000,90,0,4.0,3,4818179.634730539,6520022.704545454
7404,12500000,175,11,1.0,4,7437451.282051282,11038888.888888888
7408,11500000,179,4,3.0,4,6106125.056426332,11019999.833333334
7409,7500000,83,43,3.0,3,18766793.31306991,10189857.142857144
7410,13000000,165,5,0.0,4,6559200.238609113,8573454.545454545
7412,2300000,90,7,0.5,3,2769582.4657534244,2831272.727272727
7413,7250000,125,5,3.0,4,5848907.837837838,4813397.435897436
7414,7750000,135,5,0.0,3,5877304.964539007,7750000.0
7415,9500000,130,5,7.0,4,7340518.640677966,6815714.285714285
7416,1800000,75,26,0.0,3,4138010.251282051,3539500.0
7417,4250000,125,22,1.0,4,7340518.640677966,8964375.0
7418,6200000,67,0,0.0,3,11259699.059561128,15475294.11764706
7419,11175000,75,5,2.0,3,18766793.31306991,20307026.315789472
7420,4600000,180,21,5.0,4,4970295.55403868,6057293.357798165
7422,10000000,155,5,4.0,6,9683732.91925466,6970000.0
7423,19850000,160,5,0.0,4,16676002.409638554,23006896.55172414
7425,26000000,230,21,1.0,5,16676002.409638554,24290404.04040404
7426,4520000,110,6,3.0,3,5297494.923337092,4676827.383297645
7428,5950000,103,35,4.0,4,5749051.802409639,6577302.325581395
7430,4200000,145,25,4.0,4,6106125.056426332,4706222.804347826
7432,7500000,160,10,5.0,5,5749051.802409639,6577302.325581395
7433,6300000,80,5,1.0,3,7962301.739130435,6870747.126436782
7435,1500000,135,29,6.0,3,5297494.923337092,4409719.101123596
7436,6750000,120,2,2.0,4,5297494.923337092,6343338.129496403
7438,6750000,130,36,3.0,4,18766793.31306991,11202090.0
7442,8200000,200,1,3.0,6,5547095.228571429,6063035.714285715
7443,3700000,200,25,3.0,7,6106125.056426332,4706222.804347826
7444,4300000,155,5,1.0,4,4970295.55403868,6057293.357798165
7445,6200000,130,4,6.0,3,6559200.238609113,8573454.545454545
7446,8650000,140,35,11.0,4,18766793.31306991,11202090.0
7447,2600000,71,6,10.0,2,2769582.4657534244,3258842.1052631577
7448,5750000,80,40,0.0,3,18766793.31306991,8430000.0
7450,11500000,145,5,4.0,5,7962301.739130435,7948520.599250936
7451,28000000,265,10,7.0,5,18766793.31306991,16348132.231404958
7452,5950000,90,0,2.0,3,7437451.282051282,7921470.588235294
7453,6950000,110,0,4.0,3,8011979.826612903,10383222.111111112
7455,15000000,120,4,8.0,3,20111125.68306011,20641170.21276596
7456,6300000,146,16,4.0,5,7754128.301886792,7877575.757575758
7457,16250000,130,8,2.0,4,18766793.31306991,11202090.0
7458,15950000,85,15,4.0,3,18766793.31306991,21011136.363636363
7459,11750000,127,3,2.0,3,8011979.826612903,8529444.444444444
7460,5900000,128,21,0.0,4,7962301.739130435,7948520.599250936
7463,7700000,100,13,3.0,3,7962301.739130435,7948520.599250936
7464,4490000,100,11,2.0,3,7340518.640677966,5800263.157894737
7465,5990000,150,26,1.0,4,7962301.739130435,7948520.599250936
7466,7250000,115,4,0.0,4,7962301.739130435,7948520.599250936
7467,1450000,110,0,1.0,2,4970295.55403868,1957914.2571428567
7468,2350000,85,12,0.0,3,4547597.902097902,6994235.820895523
7469,6100000,80,31,4.0,3,10309326.797385622,8420000.0
7470,5500000,125,17,1.0,4,4871095.435684647,4610769.230769231
7471,11000000,90,0,14.0,3,18766793.31306991,16348132.231404958
7472,7900000,220,0,4.0,6,6106125.056426332,4676827.383297645
7473,6499000,275,0,4.0,7,4970295.55403868,5269146.553333334
7474,13500000,150,25,3.0,4,20111125.68306011,24090384.615384616
7475,3400000,120,11,0.0,4,9683732.91925466,3591666.6666666665
7476,7500000,95,30,3.0,3,8397364.775800712,10199500.0
7477,15000000,160,31,0.0,4,11981780.303030305,12903979.591836736
7478,9850000,125,31,4.0,4,18766793.31306991,5506000.0
7479,8400000,160,16,19.0,4,7736038.525691699,9194069.76744186
7480,3700000,120,31,5.0,4,4254808.612440191,3833292.682926829
7481,3400000,100,21,2.0,4,4547597.902097902,4201666.625
7482,8200000,95,5,1.0,3,11259699.059561128,9708000.0
7483,2850000,80,0,0.0,3,5297494.923337092,6343338.129496403
7484,1600000,60,26,0.0,2,10309326.797385622,7741666.666666667
7486,2950000,75,9,0.0,2,8397364.775800712,5218105.210526316
7488,2600000,105,26,2.0,3,4970295.55403868,4896611.111111111
7490,14500000,100,4,0.0,3,16676002.409638554,18666176.47058824
7491,3800000,150,16,0.0,4,4871095.435684647,3137142.8571428573
7492,8000000,120,15,3.0,4,5297494.923337092,9753616.279069768
7493,1850000,95,30,3.0,3,4138010.251282051,3558757.575757576
7494,1600000,65,10,-1.0,2,8397364.775800712,6044116.504854369
7495,1600000,70,40,-1.0,2,4254808.612440191,2762857.1428571427
7496,4500000,95,26,5.0,3,5749051.802409639,10140060.606060604
7497,3500000,90,26,5.0,4,4059405.832635984,3883999.9696969697
7498,3100000,80,8,-2.0,3,8397364.775800712,5261538.442307692
7499,15000000,250,0,5.0,5,7962301.739130435,7841056.338028169
7500,4200000,110,31,2.0,4,7754128.301886792,4979515.121212121
7501,7000000,200,7,3.0,6,5297494.923337092,4590144.913043479
7502,2650000,75,28,0.0,2,3987994.5945945946,6835168.0
7503,4200000,120,20,3.0,4,7962301.739130435,4627578.125
7504,4450000,90,0,1.0,3,5297494.923337092,4811928.571428572
7505,2100000,90,5,-1.0,3,3909949.1525423727,3547976.1904761903
7506,8300000,78,8,13.0,2,20111125.68306011,16373294.871794872
7508,2995000,115,15,2.0,3,2769582.4657534244,2772500.0
7509,2750000,70,20,4.0,3,5749051.802409639,3325714.2678571427
7511,20000000,230,27,1.0,5,16676002.409638554,18666176.47058824
7512,3400000,65,1,0.5,2,5749051.802409639,4107124.9583333335
7513,20500000,230,21,1.0,5,16676002.409638554,24290404.04040404
7514,5175000,105,7,2.0,3,5297494.923337092,4676827.383297645
7515,4850000,180,0,4.0,5,6559200.238609113,4249098.484848484
7517,8500000,120,24,0.0,4,11981780.303030305,12903979.591836736
7518,6950000,125,31,4.0,4,6559200.238609113,12699506.787330316
7519,4600000,75,17,0.5,3,8397364.775800712,6772875.166666667
7520,8300000,220,0,5.0,7,6559200.238609113,4462624.113475177
7521,17000000,100,30,0.0,3,20111125.68306011,23475000.0
7522,4250000,170,31,4.0,5,9683732.91925466,4235833.333333333
7524,4850000,110,23,1.0,4,11259699.059561128,7152941.176470588
7525,2950000,65,26,2.0,3,4547597.902097902,3660625.0
7526,2000000,125,21,0.0,4,4138010.251282051,3539500.0
7529,2750000,70,11,0.5,2,5297494.923337092,5548285.685714286
7530,9500000,116,1,3.0,4,7962301.739130435,6826884.057971015
7531,7550000,72,12,3.0,2,8508896.555172414,14628409.090909092
7532,5000000,120,42,3.0,4,4254808.612440191,4063465.3465346536
7533,3200000,90,8,0.0,3,5297494.923337092,4676827.383297645
7534,22000000,160,31,1.0,5,18766793.31306991,17185621.62162162
7537,6000000,110,31,0.0,3,8397364.775800712,10199500.0
7538,5950000,70,45,3.0,2,18840772.21851852,26377954.545454547
7539,6000000,130,21,5.0,4,20111125.68306011,14850000.0
7540,2200000,80,37,12.0,3,4254808.612440191,4012796.610169492
7542,3300000,105,10,8.0,2,2769582.4657534244,4676827.383297645
7543,3900000,85,0,0.0,3,5749051.802409639,4039615.384615385
7545,6750000,110,10,5.0,4,5547095.228571429,4500000.0
7546,3200000,96,45,5.0,3,5297494.923337092,6343338.129496403
7547,3650000,85,2,2.0,3,3987994.5945945946,3168571.4285714286
7549,3125000,90,28,3.0,3,7754128.301886792,5660806.451612903
7551,4250000,95,13,1.0,3,5749051.802409639,4665867.647058823
7552,2980000,100,4,3.0,3,3884916.195530726,4584285.642857143
7553,1999999,100,4,2.0,2,4970295.55403868,4676827.383297645
7554,11200000,250,16,5.0,6,6559200.238609113,8573454.545454545
7556,4549000,100,3,2.0,3,8011979.826612903,4164333.3333333335
7557,26950000,135,0,6.0,4,18766793.31306991,26454424.778761063
7558,18500000,110,0,8.0,4,18766793.31306991,16348132.231404958
7559,19950000,165,26,3.0,4,18766793.31306991,17185621.62162162
7561,2999999,115,0,2.0,3,4970295.55403868,5269146.553333334
7562,5499000,165,15,1.0,4,4970295.55403868,6134857.085714285
7563,3600000,129,12,3.0,4,5367273.031914894,6520022.704545454
7564,23950000,140,8,3.0,4,18766793.31306991,17185621.62162162
7566,5350000,65,0,0.5,2,7962301.739130435,8532544.827586208
7567,1450000,130,0,0.5,3,4970295.55403868,3526234.2890625
7568,1750000,120,27,3.0,4,5297494.923337092,4438371.212121212
7569,5500000,95,0,2.0,3,6106125.056426332,4377777.777777778
7570,3299000,130,21,2.0,4,4059405.832635984,4206333.333333333
7571,5500000,60,0,0.0,3,7962301.739130435,7841056.338028169
7572,13200000,155,5,2.0,4,7962301.739130435,9215404.624277456
7574,3600000,90,40,1.0,3,4254808.612440191,3709696.9696969697
7576,5100000,130,0,5.0,5,6559200.238609113,4811928.571428572
7577,3200000,130,33,1.0,4,6559200.238609113,4462624.113475177
7579,6550000,100,0,1.0,3,5848907.837837838,12699506.787330316
7580,24500000,217,0,5.0,7,11259699.059561128,19130555.55555556
7582,13000000,111,0,12.0,3,16676002.409638554,18666176.47058824
7584,2300000,140,25,-2.0,4,3987994.5945945946,3242571.4285714286
7586,2300000,125,8,0.0,4,5297494.923337092,5071440.677966102
7587,3150000,75,4,0.0,3,11259699.059561128,4676827.383297645
7588,8800000,85,0,1.0,3,7962301.739130435,9215404.624277456
7589,1450000,60,15,19.0,2,2769582.4657534244,2551203.6481481483
7590,2800000,90,0,2.0,3,2769582.4657534244,2382666.6666666665
7594,4750000,185,16,6.0,4,4970295.55403868,6057293.357798165
7595,6000000,100,31,4.0,4,18766793.31306991,10189857.142857144
7596,19750000,125,40,3.0,4,18840772.21851852,21356666.666666668
7597,2500000,157,11,11.0,4,2769582.4657534244,2284526.263157895
7598,2250000,80,5,-1.0,3,8397364.775800712,3658924.0506329113
7600,2600000,85,38,4.0,3,4254808.612440191,4012796.610169492
7601,3100000,90,30,5.0,3,4254808.612440191,5826067.567567567
7602,1450000,55,45,-1.0,2,8397364.775800712,4045456.5217391294
7604,3200000,80,26,12.0,3,3987994.5945945946,4535961.538461538
7606,26500000,185,10,7.0,5,18766793.31306991,17185621.62162162
7607,4780000,55,4,0.0,2,7962301.739130435,7841056.338028169
7608,14750000,150,2,3.0,4,18840772.21851852,13705463.157894736
7609,2950000,135,4,0.0,3,4059405.832635984,3597857.07936508
7610,2725000,85,5,-1.0,3,9683732.91925466,4477352.94117647
7611,2900000,85,5,0.0,3,8508896.555172414,5710389.610389611
7612,8800000,180,5,3.0,6,10309326.797385622,6807142.857142857
7613,2675000,110,26,3.0,3,5848907.837837838,4787375.0
7615,3700000,70,5,2.0,3,5367273.031914894,5057080.0
7616,5600000,170,16,1.0,5,4547597.902097902,6994235.820895523
7617,3600000,85,11,2.0,3,5367273.031914894,6520022.704545454
7618,7950000,190,16,12.0,7,6559200.238609113,4249098.484848484
7619,4000000,100,40,3.0,3,11259699.059561128,5508072.727272728
7620,4299000,110,0,2.0,3,4970295.55403868,5269146.553333334
7621,5250000,110,30,0.5,3,4254808.612440191,3978888.888888889
7622,2300000,100,25,3.0,3,4547597.902097902,7841056.338028169
7623,6950000,105,31,3.0,3,18766793.31306991,11202090.0
7624,7250000,165,0,12.0,4,5478152.10355987,4811928.571428572
7625,3790000,150,16,3.0,4,2769582.4657534244,2649363.636363636
7626,7350000,160,0,2.0,5,5749051.802409639,4438371.212121212
7627,2999999,110,0,0.0,3,4970295.55403868,3526234.2890625
7628,5150000,160,0,12.0,5,4138010.251282051,7672148.4375
7629,3500000,125,5,0.5,4,5367273.031914894,4257500.0
7630,6300000,255,0,12.0,7,3884916.195530726,3640600.0
7631,5100000,170,4,4.0,6,3884916.195530726,3640600.0
7632,6250000,150,5,4.0,4,6559200.238609113,4988341.164705883
7633,5150000,135,13,3.0,4,6559200.238609113,6188653.333333333
7634,18750000,135,0,12.0,4,18840772.21851852,13705463.157894736
7635,2100000,115,27,5.0,3,3909949.1525423727,3547976.1904761903
7636,1700000,70,18,-0.5,2,4254808.612440191,4012796.610169492
7637,13800000,110,0,0.5,4,18766793.31306991,20307026.315789472
7639,4299998,165,11,6.0,4,4970295.55403868,6134857.085714285
7640,3500000,95,35,1.0,3,4254808.612440191,4063465.3465346536
7641,4500000,120,3,2.0,4,5367273.031914894,4257500.0
7642,5550000,120,12,0.0,4,7962301.739130435,9986363.636363637
7643,3475000,70,13,-1.0,3,5749051.802409639,4367115.384615385
7644,5500000,135,0,3.0,4,5367273.031914894,7705250.0
7645,5700000,200,30,4.0,5,7754128.301886792,5465263.157894737
7646,4850000,145,5,3.0,4,5749051.802409639,4438371.212121212
7647,8950000,260,6,5.0,7,5478152.10355987,5041428.571428572
7649,13850000,120,7,0.0,4,18766793.31306991,20307026.315789472
7650,4650000,85,0,4.0,3,6559200.238609113,4249098.484848484
7651,13000000,81,0,6.0,4,18840772.21851852,10476923.076923076
7652,1900000,120,31,2.0,3,4138010.251282051,3856060.2168674697
7655,4000000,120,8,-1.0,4,5749051.802409639,4367115.384615385
7657,12500000,150,28,3.0,4,18840772.21851852,10476923.076923076
7658,13500000,220,11,3.0,6,7340518.640677966,7957142.857142857
7659,4000000,90,31,4.0,3,9683732.91925466,6994235.820895523
7660,2190000,100,5,0.0,2,4059405.832635984,3376500.0
7661,2950000,90,31,1.0,3,5478152.10355987,5945086.956521739
7662,1570000,120,5,0.0,3,2769582.4657534244,2304849.7333333334
7663,10250000,120,35,2.0,4,10309326.797385622,8420000.0
7664,4200000,110,5,2.0,3,4970295.55403868,6057293.357798165
7666,4100000,75,16,0.0,3,11259699.059561128,11955263.157894736
7667,4350000,115,12,1.0,3,5749051.802409639,5026250.0
7668,5450000,55,11,2.0,4,9683732.91925466,21864065.93406593
7669,17250000,110,0,5.0,4,18766793.31306991,20307026.315789472
7670,6950000,170,21,0.5,4,7437451.282051282,7921470.588235294
7671,2350000,120,21,2.0,3,5367273.031914894,6520022.704545454
7672,7850000,140,5,1.0,3,8397364.775800712,7487454.545454546
7673,10750000,270,5,0.0,5,15576012.658227848,14416666.666666666
7675,13000000,185,31,2.0,5,18840772.21851852,8292105.263157895
7676,7425000,152,11,0.5,4,5297494.923337092,9753616.279069768
7678,9350000,130,35,1.0,4,18766793.31306991,20307026.315789472
7679,2300000,90,11,3.0,2,2769582.4657534244,2400588.2352941176
7680,27950000,160,11,6.0,4,18766793.31306991,20307026.315789472
7681,15850000,275,0,6.0,7,11259699.059561128,12699506.787330316
7683,1850000,130,28,6.0,4,5297494.923337092,3367270.833333333
7684,8250000,135,0,13.0,4,8011979.826612903,5313413.043478261
7685,25750000,150,8,5.0,4,18766793.31306991,26454424.778761063
7686,6500000,195,16,3.0,6,5297494.923337092,4438371.212121212
7688,12000000,130,0,4.0,4,11259699.059561128,8567391.304347826
7689,3150000,65,0,0.0,3,7962301.739130435,5226666.666666667
7691,5600000,110,35,12.0,4,4254808.612440191,3666525.423728813
7692,3700000,95,1,-0.5,3,4254808.612440191,4143333.3333333335
7693,6500000,110,40,4.0,3,8397364.775800712,6772875.166666667
7694,3600000,64,31,3.0,3,11259699.059561128,5508072.727272728
7695,4250000,130,31,5.0,4,4871095.435684647,6330333.333333333
7696,7350000,85,0,3.0,3,15576012.658227848,8063043.478260869
7697,2900000,85,4,0.0,3,3884916.195530726,3640600.0
7698,17500000,180,4,19.0,4,18766793.31306991,9657142.857142856
7699,10750000,125,5,7.0,4,7437451.282051282,7890655.172413793
7700,4000000,80,11,2.0,3,4059405.832635984,4810000.0
7701,3700000,60,50,3.0,3,11259699.059561128,5315957.44680851
7702,17250000,135,15,7.0,3,20111125.68306011,16373294.871794872
7703,4500000,75,8,12.0,3,8508896.555172414,6369733.333333333
7704,8500000,160,0,0.5,5,5749051.802409639,4438371.212121212
7705,3950000,90,40,3.0,3,18766793.31306991,12709090.909090908
7706,11350000,85,5,3.0,3,18840772.21851852,10476923.076923076
7707,3250000,190,0,4.0,6,3884916.195530726,3555380.9523809524
7709,5200000,146,25,2.0,4,2769582.4657534244,6432083.291666667
7710,2299000,100,5,0.0,3,8397364.775800712,5218105.210526316
7711,26000000,180,21,1.0,5,18840772.21851852,32659285.71428572
7712,4150000,97,0,0.0,3,6559200.238609113,4988341.164705883
7713,4130000,70,5,2.0,2,9683732.91925466,5113928.571428572
7714,3950000,95,1,3.0,3,4059405.832635984,4810000.0
7715,4550000,130,18,0.0,4,11259699.059561128,4676827.383297645
7716,6000000,130,0,0.0,4,4547597.902097902,7186842.105263158
7717,7500000,210,40,3.0,7,20111125.68306011,17206197.183098592
7718,2750000,130,30,2.0,3,4547597.902097902,4718000.0
7719,7400000,140,30,3.0,4,8397364.775800712,6772875.166666667
7720,3700000,55,0,0.0,2,5749051.802409639,9257611.925373135
7721,2700000,95,26,3.0,3,4547597.902097902,5023333.333333333
7722,3500000,80,25,1.0,3,8397364.775800712,6745350.0
7723,3850000,130,23,3.0,4,5297494.923337092,4409719.101123596
7724,2780000,90,10,0.0,3,7962301.739130435,4627578.125
7725,7500000,146,9,2.0,4,5877304.964539007,4694375.0
7726,3000000,135,40,5.0,4,4871095.435684647,4813621.621621622
7727,12000000,95,4,1.0,3,18840772.21851852,13705463.157894736
7728,12950000,166,0,4.0,4,11259699.059561128,14020000.0
7729,3875000,85,1,0.0,3,7962301.739130435,5809861.111111111
7731,12750000,100,0,5.0,3,18766793.31306991,16348132.231404958
7732,3500000,120,33,1.0,4,6559200.238609113,4462624.113475177
7733,2990000,85,0,0.0,3,5297494.923337092,6343338.129496403
7734,3250000,65,9,3.0,3,8397364.775800712,6044116.504854369
7736,14650000,127,5,11.0,3,20111125.68306011,16373294.871794872
7737,3300000,90,8,0.0,3,5297494.923337092,4676827.383297645
7738,7500000,120,25,6.0,4,11259699.059561128,15854853.658536583
7739,3100000,135,24,0.0,4,3987994.5945945946,4535961.538461538
7740,1550000,80,28,0.5,3,3909949.1525423727,3681250.0
7742,6400000,118,11,11.0,4,7736038.525691699,7842480.0
7743,16800000,160,31,0.5,4,11259699.059561128,19130555.55555556
7744,4000000,90,40,2.0,3,4254808.612440191,4063465.3465346536
7745,3200000,130,12,0.0,4,3909949.1525423727,3428043.4782608696
7746,4500000,70,5,4.0,3,5749051.802409639,4985416.666666667
7747,6250000,105,21,0.0,4,7962301.739130435,8532544.827586208
7748,2660000,125,8,1.0,3,2769582.4657534244,2400588.2352941176
7749,2199000,105,7,0.5,3,2769582.4657534244,2382666.6666666665
7752,7500000,120,31,0.5,4,11259699.059561128,10905714.285714284
7753,5850000,200,11,3.0,6,5848907.837837838,6450500.0
7756,3689000,68,5,2.0,2,5367273.031914894,8947250.0
7759,10250000,157,5,7.0,4,6559200.238609113,8573454.545454545
7761,10850000,130,50,3.0,4,18766793.31306991,10189857.142857144
7762,8500000,183,4,4.0,4,6106125.056426332,4676827.383297645
7764,8000000,230,11,3.0,6,7340518.640677966,5899931.034482759
7765,3150000,85,25,3.0,3,4970295.55403868,3955500.0
7766,4175000,90,8,1.0,3,5297494.923337092,4409719.101123596
7767,6950000,135,2,3.0,4,5877304.964539007,4694375.0
7768,3450000,90,0,1.0,3,4970295.55403868,3526234.2890625
7769,5750000,94,5,7.0,3,5848907.837837838,4813397.435897436
7770,14450000,120,0,4.0,4,11259699.059561128,12709090.909090908
7771,22900000,270,5,4.0,4,16676002.409638554,11906086.956521738
7773,6100000,147,5,11.0,4,7736038.525691699,3928950.0
7774,3250000,100,21,1.0,3,4254808.612440191,4063465.3465346536
7775,13000000,150,30,1.0,5,8397364.775800712,6545000.0
7776,3700000,110,11,-1.0,4,5848907.837837838,8770657.894736841
7777,3200000,145,16,0.5,4,9683732.91925466,5653750.0
7778,1599000,115,0,10.0,3,4970295.55403868,4676827.383297645
7779,4950000,80,4,4.0,3,7962301.739130435,6826884.057971015
7780,6600000,145,16,3.0,4,8508896.555172414,5057080.0
7781,5000000,115,28,1.0,4,8508896.555172414,5710389.610389611
7782,7000000,190,10,5.0,5,6559200.238609113,6188653.333333333
7784,5800000,95,8,9.0,4,8508896.555172414,6251428.571428572
7786,3500000,120,16,0.5,3,4970295.55403868,3526234.2890625
7787,4700000,148,20,0.5,4,6106125.056426332,7750904.714285715
7788,8500000,150,28,4.0,4,8397364.775800712,11202090.0
7789,4800000,85,30,2.0,3,7962301.739130435,7948520.599250936
7790,2355000,72,11,3.0,2,2769582.4657534244,3419787.8484848486
7792,10750000,200,0,6.0,6,7437451.282051282,7921470.588235294
7793,25250000,148,9,8.0,4,18766793.31306991,28832777.777777776
7794,16950000,120,12,0.5,4,18766793.31306991,20307026.315789472
7795,21000000,180,16,5.0,5,18766793.31306991,16348132.231404958
7796,13850000,120,8,0.0,4,18766793.31306991,20307026.315789472
7797,17500000,260,25,4.0,6,11259699.059561128,8567391.304347826
7798,11900000,183,10,12.0,6,11259699.059561128,7345454.545454546
7800,1900000,133,28,0.0,3,5297494.923337092,4590144.913043479
7801,7350000,90,3,0.5,3,7962301.739130435,8532544.827586208
7802,4550000,90,28,1.0,3,7962301.739130435,7948520.599250936
7803,4500000,90,31,1.0,3,7962301.739130435,7948520.599250936
7804,1870000,140,0,0.5,4,4970295.55403868,1957914.2571428567
7805,4700000,155,11,4.0,4,7736038.525691699,6884805.155844156
7806,3350000,90,18,5.0,3,6559200.238609113,4988341.164705883
7807,7500000,123,11,13.0,3,7340518.640677966,6504166.666666667
7811,11850000,120,40,2.0,4,18840772.21851852,23062500.0
7812,4300000,103,18,1.0,4,4059405.832635984,3746428.5714285714
7813,2949000,110,0,0.0,3,4970295.55403868,5269146.553333334
7814,7000000,145,26,0.0,4,5749051.802409639,9257611.925373135
7816,4100000,90,8,0.0,3,5749051.802409639,4039615.384615385
7817,8900000,163,5,7.0,4,7736038.525691699,9194069.76744186
7819,4777000,95,5,2.0,3,9683732.91925466,5653750.0
7820,2500000,90,31,4.0,3,6106125.056426332,4706222.804347826
7821,1750000,125,28,1.0,4,4138010.251282051,7672148.4375
7822,13500000,120,0,3.0,4,11259699.059561128,12709090.909090908
7823,4750000,135,25,3.0,4,8397364.775800712,10352631.578947367
7824,8500000,66,10,8.0,2,18766793.31306991,11202090.0
7825,2975000,90,5,0.5,2,7962301.739130435,5226666.666666667
7826,3200000,80,31,1.0,3,4254808.612440191,3666525.423728813
7827,2750000,55,27,0.0,3,7437451.282051282,7430250.0
7828,3100000,55,45,-0.5,2,11259699.059561128,8964285.714285715
7829,4420000,160,20,12.0,4,4970295.55403868,3955500.0
7830,3200000,78,4,3.0,3,5367273.031914894,3901777.777777778
7831,3200000,60,11,1.0,3,8397364.775800712,6044116.504854369
7832,6000000,110,31,0.0,3,8397364.775800712,6994235.820895523
7833,3700000,100,30,3.0,3,5297494.923337092,6343338.129496403
7834,7500000,120,30,2.0,4,5297494.923337092,9753616.279069768
7835,3500000,80,26,3.0,3,5848907.837837838,6471745.098039215
7837,5300000,108,5,2.0,4,5848907.837837838,5276792.333333333
7838,5600000,75,0,1.0,3,7962301.739130435,7948520.599250936
7839,4500000,85,2,1.0,3,8011979.826612903,5330999.954545454
7840,5000000,160,25,12.0,5,8397364.775800712,4045456.5217391294
7841,14500000,150,30,6.0,4,18766793.31306991,20307026.315789472
7842,8450000,75,0,14.0,3,18766793.31306991,16348132.231404958
7843,1550000,80,14,0.0,3,2769582.4657534244,2772500.0
7844,3950000,95,31,0.5,3,4254808.612440191,5826067.567567567
7845,5100000,140,22,1.0,4,5478152.10355987,6870747.126436782
7846,4750000,150,0,12.0,4,5478152.10355987,4590144.913043479
7847,4500000,84,21,3.0,3,7736038.525691699,10263125.0
7848,19000000,140,30,12.0,4,20111125.68306011,23475000.0
7849,6100000,170,4,5.0,4,6559200.238609113,4676827.383297645
7850,6750000,120,21,4.0,4,11259699.059561128,8567391.304347826
7851,4700000,90,0,-1.0,3,9683732.91925466,15495000.0
7852,7200000,55,0,0.0,2,18766793.31306991,15964615.384615384
7853,1450000,150,0,2.0,4,4970295.55403868,1957914.2571428567
7854,2600000,75,35,0.0,2,4254808.612440191,4012796.610169492
7855,16200000,169,5,4.0,3,20111125.68306011,16373294.871794872
7856,1985000,90,15,0.0,3,4138010.251282051,3539500.0
7857,6500000,160,0,0.5,4,4254808.612440191,4835000.0
7858,24500000,140,7,4.0,4,18766793.31306991,21011136.363636363
7859,4000000,151,5,13.0,4,2769582.4657534244,3419787.8484848486
7860,3800000,80,50,-1.0,3,11259699.059561128,10905714.285714284
7861,5500000,100,8,3.0,3,8508896.555172414,4426956.521739131
7863,2880000,55,21,0.0,2,7437451.282051282,7890655.172413793
7864,11500000,160,25,2.0,4,20111125.68306011,17814285.714285713
7865,4000000,110,31,2.0,4,6559200.238609113,12699506.787330316
7866,4650000,90,0,2.0,3,5297494.923337092,4811928.571428572
7867,6500000,80,44,3.0,3,18766793.31306991,10189857.142857144
7868,4300000,170,25,12.0,4,4970295.55403868,6057293.357798165
7869,3450000,80,5,2.0,3,5749051.802409639,4107124.9583333335
7870,9500000,110,50,2.0,4,8397364.775800712,11202090.0
7871,2400000,65,11,0.0,2,5367273.031914894,7909529.411764706
7872,2290000,60,2,-1.0,2,5478152.10355987,4590144.913043479
7873,9950000,135,4,1.0,4,11259699.059561128,7152941.176470588
7874,2600000,105,14,1.0,3,3987994.5945945946,3242571.4285714286
7875,3500000,125,31,3.0,4,4871095.435684647,4813621.621621622
7876,35750000,180,11,5.0,5,18766793.31306991,28832777.777777776
7877,3400000,125,0,3.0,4,2769582.4657534244,2487814.777777778
7878,8400000,110,6,3.0,4,7962301.739130435,9215404.624277456
7879,24500000,145,5,4.0,4,18766793.31306991,21011136.363636363
7880,7600000,130,0,1.0,4,6559200.238609113,4988341.164705883
7883,9000000,135,0,1.0,4,6559200.238609113,6188653.333333333
7884,4300000,70,0,0.5,3,7437451.282051282,5049988.159763314
7885,14500000,105,0,0.0,3,18766793.31306991,15964615.384615384
7886,7175000,200,0,2.0,7,5367273.031914894,3785787.8484848486
7887,4300000,92,6,1.0,3,8011979.826612903,4676827.383297645
7888,5185000,95,4,0.5,3,7754128.301886792,5660806.451612903
7890,1985000,145,8,16.0,3,4970295.55403868,4676827.383297645
7891,7500000,145,7,3.0,4,8508896.555172414,5710389.610389611
7892,5499000,200,0,2.0,5,3884916.195530726,3517362.068965517
7894,11400000,85,6,18.0,2,20111125.68306011,16373294.871794872
7895,2790000,90,0,3.0,3,2769582.4657534244,2487814.777777778
7896,3450000,145,0,3.0,3,4970295.55403868,4676827.383297645
7898,6950000,150,27,2.0,4,7962301.739130435,9215404.624277456
7899,14950000,170,5,12.0,4,20111125.68306011,17814285.714285713
7900,35000000,260,6,10.0,7,18766793.31306991,28832777.777777776
7902,2990000,115,2,1.0,3,4970295.55403868,3526234.2890625
7903,41000000,200,6,11.0,4,18766793.31306991,28832777.777777776
