,price,m2,age,floor,total_room,district_encoded,neighbor_encoded
15799,9800000,170,14,1.0,4,9683732.91925466,4235833.333333333
15800,7500000,80,40,3.0,3,11259699.059561128,10905714.285714284
15801,4850000,150,4,1.0,4,4970295.55403868,5269146.553333334
15804,2850000,100,0,4.0,3,3987994.5945945946,4813397.435897436
15805,1700000,55,0,13.0,2,2769582.4657534244,3419787.8484848486
15806,1450000,85,11,0.5,3,2769582.4657534244,4706222.804347826
15807,2487000,90,0,0.5,3,7736038.525691699,3818615.384615385
15808,4490000,95,0,2.0,3,3884916.195530726,5163333.333333333
15809,4500000,85,0,0.0,3,5749051.802409639,4438371.212121212
15810,3740000,98,0,2.0,3,4818179.634730539,5826067.567567567
15811,7250000,135,5,3.0,4,5749051.802409639,5340163.265306123
15812,3650000,95,40,2.0,4,7962301.739130435,2619500.0
15813,1450000,70,21,1.0,2,4818179.634730539,8129230.769230769
15815,9980000,130,0,0.0,4,7962301.739130435,9215404.624277456
15816,11000000,145,0,4.0,4,7962301.739130435,7948520.599250936
15817,7250000,79,2,1.0,3,7962301.739130435,8532544.827586208
15818,7850000,85,0,1.0,3,7962301.739130435,8532544.827586208
15819,15500000,125,0,6.0,4,18766793.31306991,17185621.62162162
15820,10500000,115,1,2.0,4,7962301.739130435,9215404.624277456
15821,10950000,66,8,1.0,2,18766793.31306991,28832777.777777776
15822,32000000,240,12,2.0,4,20111125.68306011,17206197.183098592
15823,13750000,85,9,2.0,4,18766793.31306991,20307026.315789472
15824,7642000,132,15,10.0,4,5297494.923337092,9753616.279069768
15825,8500000,100,0,3.0,4,11259699.059561128,6835168.0
15826,4250000,110,0,5.0,4,4818179.634730539,4508500.0
15827,19500000,125,31,3.0,4,18840772.21851852,21356666.666666668
15829,8400000,135,31,2.0,4,18766793.31306991,10189857.142857144
15830,5250000,120,33,4.0,4,6559200.238609113,12699506.787330316
15831,4500000,85,11,8.0,3,7736038.525691699,9211111.111111112
15832,6500000,110,26,5.0,4,7340518.640677966,9447500.0
15834,4500000,90,6,9.0,3,7736038.525691699,7842480.0
15835,27500000,250,0,7.0,7,11259699.059561128,12699506.787330316
15836,1610000,100,29,0.0,4,4138010.251282051,3539500.0
15837,6250000,82,0,15.0,3,7437451.282051282,7430250.0
15838,26750000,140,4,10.0,4,18766793.31306991,26454424.778761063
15840,3999000,110,0,1.0,3,4970295.55403868,6057293.357798165
15843,14500000,207,0,3.0,5,11259699.059561128,14020000.0
15844,4750000,110,8,0.0,3,6559200.238609113,4462624.113475177
15845,9690000,100,0,2.0,3,18766793.31306991,9520094.33962264
15847,7250000,130,5,11.0,4,5297494.923337092,4706222.804347826
15848,2550000,100,7,2.0,3,2769582.4657534244,2831272.727272727
15849,4600000,55,3,4.0,2,18766793.31306991,8770657.894736841
15850,23000000,140,0,5.0,4,18766793.31306991,17185621.62162162
15851,1450000,140,0,4.0,3,4970295.55403868,6057293.357798165
15854,2699000,120,0,3.0,3,2769582.4657534244,2487814.777777778
15856,5990000,95,7,3.0,3,5297494.923337092,6343338.129496403
15857,7500000,180,7,3.0,6,11259699.059561128,12979615.384615384
15858,3850000,275,25,4.0,7,4138010.251282051,3856060.2168674697
15859,4700000,75,0,4.0,3,7340518.640677966,6432083.291666667
15860,4800000,85,31,1.0,3,4254808.612440191,6637500.0
15861,6000000,130,15,3.0,4,5749051.802409639,6994235.820895523
15862,8000000,60,4,3.0,3,10309326.797385622,14869047.61904762
15864,7000000,120,45,0.0,3,8397364.775800712,19534782.60869565
15866,3450000,110,26,3.0,4,8397364.775800712,3658924.0506329113
15867,5950000,170,0,12.0,5,5297494.923337092,3367270.833333333
15868,3650000,75,35,4.0,3,11259699.059561128,8086842.105263158
15869,4000000,80,14,0.5,3,4871095.435684647,4863333.333333333
15870,3580000,95,8,3.0,3,4059405.832635984,5313413.043478261
15872,14900000,155,31,2.0,4,16676002.409638554,24290404.04040404
15874,4249000,125,11,1.0,4,4059405.832635984,3597857.07936508
15875,14000000,100,0,6.0,3,18766793.31306991,16348132.231404958
15877,3350000,90,0,0.0,3,6106125.056426332,2686250.0
15878,3950000,100,40,2.0,3,11259699.059561128,5315957.44680851
15879,7800000,180,4,5.0,4,5749051.802409639,10140060.606060604
15880,4195000,190,10,4.0,5,4059405.832635984,5313413.043478261
15881,4190000,110,14,8.0,3,7962301.739130435,7518000.0
15882,2800000,130,2,2.0,3,4970295.55403868,3526234.2890625
15884,5450000,110,11,7.0,4,7340518.640677966,5800263.157894737
15885,9245000,90,31,1.0,3,16676002.409638554,9747500.0
15886,10000000,150,2,3.0,4,9683732.91925466,6970000.0
15887,4750000,95,0,3.0,3,4059405.832635984,4326578.947368421
15888,3659000,100,4,2.0,3,5367273.031914894,4884594.567567567
15889,2999000,89,33,-1.0,3,5749051.802409639,6577302.325581395
15890,4500000,90,5,2.0,3,4970295.55403868,6057293.357798165
15891,2865000,90,31,1.0,3,4871095.435684647,3137142.8571428573
15892,3650000,120,31,1.0,4,5297494.923337092,4769333.333333333
15893,2750000,100,31,0.0,3,6106125.056426332,6910538.461538462
15894,3400000,90,0,1.0,3,3884916.195530726,4168547.619047619
15895,4750000,160,16,2.0,4,7736038.525691699,6884805.155844156
15896,7500000,160,10,4.0,6,5547095.228571429,6063035.714285715
15897,3349000,95,0,1.0,3,4818179.634730539,5526153.807692308
15898,9450000,100,31,2.0,3,10309326.797385622,22777777.777777776
15899,16350000,130,6,1.0,4,18766793.31306991,21011136.363636363
15900,4200000,135,5,13.0,4,2769582.4657534244,3409197.662790697
15901,3550000,105,0,1.0,3,2769582.4657534244,3480374.958333333
15902,2549000,100,0,0.5,3,2769582.4657534244,2304849.7333333334
15903,2650000,125,11,0.5,4,5848907.837837838,4706222.804347826
15904,4750000,120,21,4.0,4,4871095.435684647,4813621.621621622
15906,6000000,95,16,4.0,3,15576012.658227848,8063043.478260869
15907,3600000,160,7,3.0,4,5749051.802409639,5049988.159763314
15908,7000000,175,16,1.0,4,6106125.056426332,8019684.777173913
15909,8500000,180,0,4.0,6,8011979.826612903,5071440.677966102
15910,4900000,130,31,4.0,5,5478152.10355987,5945086.956521739
15911,3300000,140,4,4.0,4,2769582.4657534244,2699238.095238095
15912,13700000,75,0,3.0,3,18766793.31306991,21011136.363636363
15913,14500000,220,5,11.0,5,7736038.525691699,6884805.155844156
15915,4000000,100,35,4.0,3,4254808.612440191,3978888.888888889
15916,4420000,90,0,5.0,3,6106125.056426332,11019999.833333334
15917,2400000,100,32,5.0,4,5297494.923337092,6343338.129496403
15918,3200000,100,2,1.0,3,7736038.525691699,3818615.384615385
15919,8650000,125,32,4.0,4,18766793.31306991,13471150.0
15920,4100000,95,5,2.0,3,5749051.802409639,3325714.2678571427
15921,2985000,65,40,2.0,3,4254808.612440191,4063465.3465346536
15923,3450000,100,10,1.0,3,5297494.923337092,5071440.677966102
15924,2250000,110,26,4.0,4,4138010.251282051,7672148.4375
15925,3250000,62,2,0.0,3,5547095.228571429,9243750.0
15926,2250000,90,8,0.5,3,2769582.4657534244,2766812.5
15927,2500000,55,35,3.0,3,5297494.923337092,4706222.804347826
15928,1450000,80,35,0.0,3,4254808.612440191,5954714.285714285
15929,3750000,240,25,5.0,4,4871095.435684647,4863333.333333333
15930,2200000,70,48,1.0,2,4254808.612440191,3666525.423728813
15931,3300000,100,15,2.0,3,5478152.10355987,5041428.571428572
15932,7250000,210,10,5.0,6,5848907.837837838,8770657.894736841
15933,3100000,120,12,0.0,4,5297494.923337092,4409719.101123596
15934,25000000,140,5,6.0,4,18766793.31306991,21011136.363636363
15936,2700000,90,30,3.0,3,4138010.251282051,7672148.4375
15937,8500000,160,0,3.0,6,8508896.555172414,6369733.333333333
15938,3200000,85,35,1.0,3,5749051.802409639,4665867.647058823
15939,4690000,105,38,1.0,4,4254808.612440191,3833292.682926829
15940,8500000,95,30,3.0,3,11981780.303030305,12903979.591836736
15941,8750000,115,2,3.0,4,7962301.739130435,9215404.624277456
15942,2650000,90,31,0.0,2,16676002.409638554,8143000.0
15943,5200000,130,5,12.0,4,3884916.195530726,3555380.9523809524
15944,2450000,90,26,0.0,3,4970295.55403868,5565384.615384615
15945,12500000,120,2,0.0,3,16676002.409638554,24290404.04040404
15946,32000000,235,0,0.0,4,18840772.21851852,13705463.157894736
15947,2600000,90,29,1.0,3,5478152.10355987,6870747.126436782
15948,2500000,80,45,-0.5,2,8397364.775800712,5057080.0
15949,15950000,170,25,4.0,4,18766793.31306991,12709090.909090908
15950,3700000,85,25,1.0,3,11259699.059561128,6835168.0
15951,3100000,70,35,4.0,2,8397364.775800712,6418684.210526316
15952,2700000,70,0,1.0,2,9683732.91925466,4168547.619047619
15953,11500000,177,5,2.0,5,7736038.525691699,10263125.0
15954,6900000,120,0,3.0,4,5848907.837837838,11314807.692307692
15955,19000000,170,0,5.0,4,11259699.059561128,14628409.090909092
15956,2600000,60,12,-1.0,2,8397364.775800712,4045456.5217391294
15957,2650000,83,21,-2.0,3,5749051.802409639,3325714.2678571427
15958,1950000,110,27,0.5,3,5297494.923337092,4438371.212121212
15960,1550000,70,11,0.0,3,3909949.1525423727,4627249.928571428
15961,6300000,125,0,2.0,4,7754128.301886792,5008703.703703703
15962,3400000,85,0,2.0,3,4970295.55403868,3526234.2890625
15963,1975000,110,20,0.0,3,4059405.832635984,3883999.9696969697
15964,3150000,85,5,0.5,3,5877304.964539007,3630909.090909091
15965,5400000,130,12,6.0,4,8508896.555172414,7310000.0
15966,4750000,120,4,4.0,4,4818179.634730539,4508500.0
15967,2350000,90,15,1.0,3,4059405.832635984,3376500.0
15969,23950000,120,11,1.0,3,18766793.31306991,28832777.777777776
15970,5100000,100,0,14.0,3,5297494.923337092,4706222.804347826
15971,22950000,200,0,8.0,4,18766793.31306991,17185621.62162162
15972,3499000,95,5,0.5,3,4059405.832635984,3597857.07936508
15973,2100000,110,2,0.5,3,2769582.4657534244,2487814.777777778
15974,2550000,99,29,4.0,3,6559200.238609113,4676827.383297645
15975,7250000,145,0,2.0,3,5478152.10355987,6870747.126436782
15976,3750000,85,5,2.0,3,4138010.251282051,3558757.575757576
15977,5200000,110,0,5.0,4,4547597.902097902,4232000.0
15978,8500000,110,45,0.0,3,16676002.409638554,18666176.47058824
15979,2000000,85,26,6.0,2,3909949.1525423727,3752777.777777778
15980,4550000,100,0,0.5,4,3909949.1525423727,3428043.4782608696
15981,3890000,100,5,2.0,3,4138010.251282051,3539500.0
15984,9250000,120,4,4.0,3,8397364.775800712,6772875.166666667
15985,9950000,148,5,2.0,4,7340518.640677966,9447500.0
15987,26500000,170,25,0.5,4,18840772.21851852,19328387.06451613
15988,2199000,110,21,0.0,3,8397364.775800712,5232405.405405405
15989,6950000,85,31,4.0,2,10309326.797385622,15544444.444444444
15991,5500000,166,31,0.5,4,4254808.612440191,3832500.0
15992,3300000,110,16,4.0,4,5749051.802409639,3768709.677419354
15994,8650000,107,4,3.0,4,7962301.739130435,8532544.827586208
15995,7000000,110,4,15.0,3,7754128.301886792,10400000.0
15996,2850000,105,4,-0.5,3,4059405.832635984,3746428.5714285714
15997,3300000,95,5,6.0,2,2769582.4657534244,4437777.777777778
15998,5750000,160,0,3.0,5,5367273.031914894,6520022.704545454
16000,5600000,90,24,0.5,3,15576012.658227848,8063043.478260869
16001,8000000,160,2,12.0,6,4138010.251282051,7672148.4375
16002,3550000,85,40,3.0,3,4254808.612440191,3948750.0
16003,3500000,85,35,1.0,3,4871095.435684647,4610769.230769231
16004,2350000,120,25,4.0,3,7962301.739130435,4627578.125
16005,2150000,65,45,0.0,2,4254808.612440191,3833292.682926829
16006,6500000,160,5,12.0,5,4254808.612440191,4336363.636363637
16007,7000000,120,11,0.0,4,7736038.525691699,9194069.76744186
16008,24000000,154,0,2.0,4,15576012.658227848,19062500.0
16009,2700000,100,0,0.5,3,3884916.195530726,3494846.153846154
16010,2000000,75,31,-1.0,3,10309326.797385622,4020238.095238095
16011,7500000,90,6,2.0,3,7962301.739130435,6826884.057971015
16012,3400000,90,26,0.5,3,7962301.739130435,9986363.636363637
16014,2250000,100,25,3.0,3,4547597.902097902,14628409.090909092
16016,20500000,240,25,3.0,5,16676002.409638554,24290404.04040404
16017,3415000,95,0,5.0,3,2769582.4657534244,3419787.8484848486
16018,3150000,120,3,4.0,3,2769582.4657534244,4676827.383297645
16020,2350000,100,30,2.0,3,5297494.923337092,4438371.212121212
16021,3450000,84,30,3.0,3,4254808.612440191,3428571.4285714286
16022,15000000,180,31,5.0,4,8397364.775800712,6994235.820895523
16023,5300000,125,45,2.0,3,4254808.612440191,5826067.567567567
16024,4000000,115,45,4.0,4,4254808.612440191,3978888.888888889
16025,4600000,65,40,2.0,3,11981780.303030305,9614705.88235294
16026,7590000,170,0,5.0,6,6559200.238609113,5049988.159763314
16029,3600000,75,5,2.0,3,8397364.775800712,5218105.210526316
16030,4600000,110,0,0.0,3,6106125.056426332,4676827.383297645
16031,6500000,110,40,5.0,4,16676002.409638554,10557678.57142857
16033,7100000,150,12,4.0,6,7962301.739130435,4627578.125
16035,24000000,220,11,3.0,5,18766793.31306991,15964615.384615384
16037,4650000,90,7,0.5,3,18766793.31306991,5506000.0
16038,3500000,95,0,3.0,3,4059405.832635984,3376500.0
16040,4500000,140,1,1.0,4,3987994.5945945946,6835168.0
16041,1800000,60,31,3.0,2,4254808.612440191,4670000.0
16042,2500000,70,38,1.0,3,4254808.612440191,2762857.1428571427
16043,6000000,70,0,8.0,3,7340518.640677966,7470257.142857143
16045,3000000,85,4,1.0,3,8397364.775800712,3658924.0506329113
16046,9200000,95,5,3.0,2,20111125.68306011,16373294.871794872
16047,3100000,110,21,1.0,3,5478152.10355987,6994235.820895523
16048,7100000,106,5,13.0,3,6559200.238609113,8573454.545454545
16049,5000000,275,30,5.0,7,3987994.5945945946,3242571.4285714286
16050,4000000,120,10,2.0,3,3909949.1525423727,3637750.0
16051,6650000,180,3,12.0,5,6559200.238609113,4988341.164705883
16052,2850000,120,0,3.0,3,4970295.55403868,6487466.45
16054,3395000,140,12,0.5,4,5367273.031914894,3785787.8484848486
16055,8450000,140,29,3.0,4,7962301.739130435,8532544.827586208
16056,7600000,128,30,2.0,4,18766793.31306991,16348132.231404958
16057,16950000,125,12,0.5,4,18766793.31306991,20307026.315789472
16058,6500000,200,35,12.0,6,4254808.612440191,3666525.423728813
16059,15750000,210,0,5.0,6,7962301.739130435,9986363.636363637
16060,7300000,160,5,6.0,6,5367273.031914894,5377083.25
16061,5000000,200,7,3.0,3,2769582.4657534244,3419787.8484848486
16063,3250000,140,31,12.0,4,4254808.612440191,4063465.3465346536
16064,3450000,110,21,1.0,3,5749051.802409639,5049988.159763314
16067,2950000,90,25,1.0,3,5478152.10355987,4811928.571428572
16068,4750000,125,30,3.0,4,4254808.612440191,4063465.3465346536
16069,20000000,160,30,0.0,4,11981780.303030305,17206197.183098592
16070,3300000,90,5,1.0,3,4547597.902097902,4201666.625
16071,6499000,170,0,3.0,4,4970295.55403868,6057293.357798165
16072,3475000,94,5,0.0,3,8011979.826612903,6994235.820895523
16073,2750000,80,30,4.0,3,7754128.301886792,10331944.444444444
16077,25700000,200,4,8.0,5,18766793.31306991,20307026.315789472
16078,10700000,220,4,5.0,4,4970295.55403868,5269146.553333334
16079,4650000,55,4,0.0,2,7962301.739130435,7948520.599250936
16080,9950000,130,0,1.0,3,11259699.059561128,14020000.0
16081,5750000,100,4,5.0,3,4547597.902097902,7316666.666666667
16082,26900000,185,41,2.0,4,18766793.31306991,26454424.778761063
16083,3650000,90,5,0.5,3,4547597.902097902,5057080.0
16085,6100000,110,1,8.0,3,5749051.802409639,4107124.9583333335
16086,21000000,180,16,0.5,5,16676002.409638554,27822727.27272728
16088,2499000,100,8,1.0,3,2769582.4657534244,2487814.777777778
16089,1850000,120,0,0.0,4,2769582.4657534244,4676827.383297645
16090,7500000,84,37,1.0,4,11981780.303030305,17206197.183098592
16091,41000000,275,0,8.0,7,18766793.31306991,28832777.777777776
16092,3750000,110,25,3.0,3,5297494.923337092,6343338.129496403
16093,5940000,105,6,1.0,3,5297494.923337092,6343338.129496403
16094,2649000,100,4,4.0,3,4970295.55403868,4676827.383297645
16095,6900000,105,37,1.0,4,11259699.059561128,12709090.909090908
16096,6664000,100,0,2.0,3,7754128.301886792,6136580.645161291
16099,8500000,145,50,4.0,4,8397364.775800712,7487454.545454546
16100,3450000,120,31,0.0,4,7437451.282051282,7890655.172413793
16101,3250000,60,31,0.0,2,8397364.775800712,4045456.5217391294
16102,10500000,100,31,1.0,3,10309326.797385622,12977272.727272728
16103,4500000,90,31,-1.0,3,18840772.21851852,5851923.076923077
16105,10500000,110,0,0.0,3,11259699.059561128,12699506.787330316
16106,4500000,105,0,2.0,4,4818179.634730539,8129230.769230769
16107,10750000,165,7,7.0,4,8011979.826612903,5313413.043478261
16108,3990000,110,10,2.0,3,4059405.832635984,3883999.9696969697
16109,6750000,75,1,0.0,3,7962301.739130435,7948520.599250936
16110,10000000,135,45,12.0,4,10309326.797385622,5358333.333333333
16112,12000000,165,25,12.0,6,11981780.303030305,12936363.636363637
16113,4950000,180,25,12.0,5,5478152.10355987,4590144.913043479
16114,9940000,125,14,2.0,4,7962301.739130435,9215404.624277456
16115,3100000,90,35,4.0,3,4254808.612440191,3948750.0
16116,5350000,110,35,1.0,4,8508896.555172414,5710389.610389611
16119,3850000,125,11,1.0,4,5749051.802409639,4267661.957746479
16120,5500000,121,30,3.0,4,6559200.238609113,8573454.545454545
16122,1799000,100,2,1.0,3,2769582.4657534244,2487814.777777778
16123,8000000,123,15,2.0,4,11259699.059561128,5508072.727272728
16124,2900000,105,26,1.0,3,3909949.1525423727,4625000.0
16125,3299000,90,7,0.5,3,4059405.832635984,3597857.07936508
16126,1750000,85,25,0.0,3,5297494.923337092,4409719.101123596
16127,2750000,150,5,5.0,4,4970295.55403868,4676827.383297645
16128,4100000,120,0,3.0,3,4138010.251282051,3918333.3333333335
16129,2900000,75,9,0.0,3,7962301.739130435,5410937.5
16131,8000000,150,3,0.5,6,4254808.612440191,5954714.285714285
16132,22000000,240,26,4.0,4,16676002.409638554,18666176.47058824
16134,1450000,90,8,0.0,3,2769582.4657534244,8458499.964285715
16135,3559000,135,5,4.0,4,5367273.031914894,6520022.704545454
16136,4900000,120,5,1.0,3,4970295.55403868,6057293.357798165
16137,2750000,82,16,0.5,3,6559200.238609113,4249098.484848484
16138,1750000,110,4,2.0,3,2769582.4657534244,2668133.333333333
16139,3000000,85,31,5.0,3,5297494.923337092,6343338.129496403
16140,3000000,150,0,3.0,4,4970295.55403868,5269146.553333334
16141,4150000,92,40,1.0,3,5749051.802409639,5525100.0
16142,5750000,135,4,1.0,4,9683732.91925466,6970000.0
16143,4000000,130,31,4.0,4,2769582.4657534244,6432083.291666667
16144,1900000,100,26,5.0,3,5848907.837837838,3637062.5
16146,2750000,110,26,3.0,3,3909949.1525423727,3637750.0
16147,4680000,150,5,2.0,4,7736038.525691699,3928950.0
16148,2750000,95,31,3.0,3,4871095.435684647,4863333.333333333
16149,2569000,90,0,0.5,3,4818179.634730539,8514000.0
16150,2500000,90,20,1.0,3,9683732.91925466,4218000.0
16151,3950000,80,8,0.5,3,7962301.739130435,4627578.125
16152,4500000,150,20,2.0,4,6106125.056426332,4706222.804347826
16153,14000000,115,11,4.0,4,18766793.31306991,17185621.62162162
