price,m2,age,floor,total_room,district_encoded,neighbor_encoded
4600000,120,20,3.0,4,11259699.059561128,3480374.958333333
5800000,210,13,5.0,7,5848907.837837838,4219062.5
3800000,100,6,0.5,3,5877304.964539007,6745350.0
14800000,110,0,3.0,7,18766793.31306991,10189857.142857144
4600000,95,5,2.0,3,5297494.923337092,4706222.804347826
17450000,155,0,2.0,4,6559200.238609113,12699506.787330316
25500000,130,5,2.0,4,16676002.409638554,23006896.55172414
13500000,167,5,2.0,4,6559200.238609113,8573454.545454545
2950000,80,26,0.0,3,10309326.797385622,4725000.0
4800000,130,13,3.0,4,7754128.301886792,7877575.757575758
11950000,100,0,9.0,3,18766793.31306991,15964615.384615384
3850000,120,0,0.0,3,6106125.056426332,3214278.571428572
17000000,245,5,2.0,5,7736038.525691699,9194069.76744186
36000000,200,23,1.0,5,9683732.91925466,21864065.93406593
2750000,110,31,1.0,3,5547095.228571429,4668181.818181818
25950000,140,0,2.0,3,18766793.31306991,28832777.777777776
12000000,148,31,8.0,4,6559200.238609113,12699506.787330316
6450000,60,2,0.0,2,18840772.21851852,13705463.157894736
5750000,107,11,6.0,3,5848907.837837838,3322187.5
12500000,115,7,8.0,4,18766793.31306991,9520094.33962264
21500000,110,2,12.0,4,18766793.31306991,17185621.62162162
6100000,135,3,3.0,4,5297494.923337092,6343338.129496403
9850000,125,25,1.0,4,8397364.775800712,3658924.0506329113
4750000,100,15,2.0,3,5749051.802409639,4039615.384615385
15400000,116,0,1.0,3,9683732.91925466,6835168.0
3950000,120,25,4.0,4,4547597.902097902,7841056.338028169
15000000,148,25,2.0,4,11981780.303030305,9614705.88235294
3450000,80,15,-1.0,3,5749051.802409639,5340163.265306123
5000000,90,12,-0.5,3,8508896.555172414,5710389.610389611
3350000,70,25,0.0,3,8397364.775800712,6044116.504854369
4750000,140,20,1.0,4,8397364.775800712,6044116.504854369
5000000,140,0,2.0,4,6106125.056426332,8019684.777173913
18250000,175,0,4.0,4,8011979.826612903,12581250.0
14500000,120,37,3.0,3,18840772.21851852,25264571.42857143
7400000,85,4,1.0,3,7962301.739130435,7948520.599250936
2630000,110,12,3.0,3,2769582.4657534244,7470257.142857143
1580000,90,5,0.0,3,3884916.195530726,3640600.0
6900000,90,0,1.0,3,5749051.802409639,5340163.265306123
3475000,100,7,1.0,3,2769582.4657534244,2772500.0
2425000,115,28,5.0,4,6559200.238609113,4249098.484848484
2200000,80,28,3.0,2,5749051.802409639,3863725.0
4500000,145,25,1.0,4,2769582.4657534244,4884594.567567567
41000000,275,17,12.0,7,11259699.059561128,10905714.285714284
7500000,160,0,5.0,5,4871095.435684647,4330600.0
10500000,150,8,8.0,5,5848907.837837838,5899931.034482759
16500000,130,6,7.0,4,18766793.31306991,20307026.315789472
7500000,115,20,6.0,4,7437451.282051282,14119187.5
6000000,110,14,1.0,4,7340518.640677966,5899931.034482759
5300000,60,21,1.0,2,8508896.555172414,8019684.777173913
19000000,135,0,6.0,4,18840772.21851852,13705463.157894736
11400000,110,12,1.0,3,9683732.91925466,21864065.93406593
4600000,144,20,3.0,3,4970295.55403868,4676827.383297645
8750000,144,5,3.0,4,8011979.826612903,5136428.571428572
2695000,70,7,0.5,2,8397364.775800712,5218105.210526316
5250000,130,0,5.0,4,3987994.5945945946,4813397.435897436
4900000,100,4,3.0,4,5749051.802409639,3325714.2678571427
5500000,67,31,4.0,2,18840772.21851852,8195454.545454546
4350000,150,16,0.5,6,8508896.555172414,5710389.610389611
11500000,110,3,1.0,4,16676002.409638554,8143000.0
7800000,80,4,2.0,3,11259699.059561128,7345454.545454546
2300000,55,5,-0.5,4,8397364.775800712,3762500.0
20000000,110,0,8.0,4,18766793.31306991,16348132.231404958
14350000,160,7,12.0,7,10309326.797385622,8800000.0
2500000,90,35,3.0,3,6559200.238609113,4249098.484848484
5250000,130,35,2.0,3,4871095.435684647,6215217.391304348
21000000,240,45,1.0,5,18840772.21851852,13988888.888888888
2800000,70,10,0.0,2,5749051.802409639,3863725.0
32500000,184,16,4.0,5,18766793.31306991,20307026.315789472
1650000,75,40,0.0,3,4254808.612440191,4670000.0
6000000,90,31,-0.5,3,8397364.775800712,10199500.0
12800000,120,26,2.0,4,18840772.21851852,27633333.166666668
2500000,70,40,0.5,2,4254808.612440191,3666525.423728813
4250000,100,30,3.0,3,8397364.775800712,6044116.504854369
5850000,85,13,1.0,3,7340518.640677966,8964375.0
15650000,120,9,3.0,4,18766793.31306991,11202090.0
1980000,85,35,0.0,3,6559200.238609113,4462624.113475177
3250000,150,28,12.0,3,7340518.640677966,7470257.142857143
6400000,88,0,3.0,3,7437451.282051282,5049988.159763314
4600000,140,6,2.0,4,4970295.55403868,4896611.111111111
2650000,72,26,0.0,3,9683732.91925466,5651666.666666667
10800000,85,0,0.5,3,18766793.31306991,11202090.0
5850000,100,10,0.5,3,7962301.739130435,7948520.599250936
3600000,130,26,3.0,4,6559200.238609113,4249098.484848484
4426000,90,4,1.0,3,9683732.91925466,5653750.0
9200000,200,7,5.0,6,7962301.739130435,5809861.111111111
6750000,85,4,3.0,3,7962301.739130435,6870747.126436782
7500000,120,0,2.0,4,5297494.923337092,4438371.212121212
9250000,130,30,2.0,4,20111125.68306011,14612500.0
2000000,70,25,-0.5,3,8397364.775800712,6418684.210526316
2500000,80,38,2.0,3,4254808.612440191,3666525.423728813
12100000,115,0,4.0,3,11259699.059561128,14020000.0
16950000,125,5,12.0,4,18766793.31306991,21011136.363636363
6650000,70,0,2.0,3,7962301.739130435,8532544.827586208
18250000,115,5,7.0,4,18766793.31306991,20307026.315789472
27600000,140,0,12.0,4,18766793.31306991,21011136.363636363
14500000,69,0,3.0,2,4254808.612440191,4835000.0
6500000,110,0,3.0,3,4871095.435684647,4863333.333333333
2650000,140,30,2.0,4,4138010.251282051,3539500.0
6250000,112,0,1.0,3,5478152.10355987,5945086.956521739
10250000,120,0,6.0,4,7437451.282051282,7921470.588235294
1950000,110,27,0.0,4,6559200.238609113,4462624.113475177
12750000,275,27,12.0,6,16676002.409638554,7801680.541666667
4000000,75,17,0.0,3,8397364.775800712,5232405.405405405
11000000,120,1,-0.5,4,11259699.059561128,10450000.0
2500000,105,13,-2.0,3,5478152.10355987,4590144.913043479
7200000,65,0,5.0,2,8011979.826612903,8529444.444444444
3650000,85,15,2.0,3,8397364.775800712,3658924.0506329113
2700000,110,45,2.0,4,6559200.238609113,5049988.159763314
9750000,107,32,3.0,4,11981780.303030305,12903979.591836736
8450000,70,30,0.0,2,18766793.31306991,14403960.0
1800000,65,5,6.0,2,2769582.4657534244,2863687.34375
8250000,105,11,5.0,3,8508896.555172414,8331538.461538462
3000000,135,10,3.0,4,2769582.4657534244,4107124.9583333335
5200000,75,12,3.0,2,5297494.923337092,9753616.279069768
5150000,100,5,2.0,3,9683732.91925466,5653750.0
8200000,250,2,5.0,4,6559200.238609113,4462624.113475177
1687000,130,5,1.0,4,2769582.4657534244,4107124.9583333335
3500000,85,30,3.0,3,7754128.301886792,6326666.666666667
6800000,110,27,4.0,4,18840772.21851852,13705463.157894736
8500000,220,0,3.0,7,5749051.802409639,5525100.0
41000000,245,16,2.0,6,18840772.21851852,26377954.545454547
3950000,130,8,3.0,4,5478152.10355987,6870747.126436782
41000000,205,31,4.0,5,18840772.21851852,32659285.714285716
4000000,120,26,8.0,3,7437451.282051282,4810000.0
2750000,72,18,3.0,2,3909949.1525423727,3428043.4782608696
3000000,88,33,1.0,3,6559200.238609113,12699506.787330316
6750000,88,8,1.0,3,7340518.640677966,3818615.384615385
7250000,72,12,2.0,2,18766793.31306991,6243333.333333333
2490000,80,10,-1.0,3,5749051.802409639,4267661.957746479
4500000,115,15,1.0,4,5749051.802409639,5026250.0
9200000,102,0,3.0,4,5848907.837837838,12699506.787330316
7500000,185,6,12.0,5,5749051.802409639,4665867.647058823
6250000,95,7,0.5,3,7962301.739130435,9215404.624277456
17500000,110,23,11.0,4,18766793.31306991,21011136.363636363
14000000,75,2,2.0,3,11259699.059561128,12709090.909090908
2050000,90,30,0.5,3,4138010.251282051,3856060.2168674697
3200000,70,4,1.0,2,6106125.056426332,11202090.0
3275000,85,13,-2.0,2,8508896.555172414,4426956.521739131
24000000,200,21,6.0,5,7437451.282051282,14119187.5
10150000,85,15,24.0,2,20111125.68306011,16373294.871794872
4000000,85,40,-1.0,3,8397364.775800712,19534782.60869565
11000000,200,9,1.0,5,4254808.612440191,5954714.285714285
41000000,220,5,10.0,5,20111125.68306011,21143846.153846152
8950000,125,25,3.0,4,11259699.059561128,11955263.157894736
8950000,95,26,1.0,2,8397364.775800712,19534782.60869565
10000000,68,1,5.0,3,18840772.21851852,13705463.157894736
5800000,110,0,1.0,3,7754128.301886792,10331944.444444444
13150000,158,20,1.0,4,20111125.68306011,17814285.714285713
2600000,83,39,4.0,3,4254808.612440191,5826067.567567567
38000000,210,11,2.0,4,9683732.91925466,21864065.93406593
6500000,88,7,8.0,3,7340518.640677966,7470257.142857143
4500000,105,8,6.0,3,7437451.282051282,5049988.159763314
8500000,100,0,6.0,3,8508896.555172414,5710389.610389611
7000000,105,2,1.0,3,5547095.228571429,8475000.0
9900000,200,11,0.0,5,8011979.826612903,4676827.383297645
3900000,65,5,2.0,2,5848907.837837838,6471745.098039215
9500000,85,0,2.0,3,6559200.238609113,12699506.787330316
9750000,145,31,1.0,4,18766793.31306991,15964615.384615384
3250000,150,2,4.0,4,2769582.4657534244,2699238.095238095
9450000,125,0,6.0,4,7754128.301886792,6136580.645161291
2100000,72,48,0.0,3,4871095.435684647,4330600.0
4550000,109,30,5.0,4,7340518.640677966,5800263.157894737
41000000,213,4,4.0,5,20111125.68306011,21143846.153846152
1550000,150,0,3.0,4,2769582.4657534244,3705249.9285714286
28000000,270,7,15.0,4,20111125.68306011,16373294.871794872
8750000,135,0,3.0,4,6559200.238609113,6188653.333333333
10500000,180,9,4.0,5,9683732.91925466,6540302.631578947
2850000,100,21,1.0,3,4059405.832635984,3901777.777777778
2900000,135,5,0.5,3,5367273.031914894,4533500.0
1499000,100,6,12.0,3,2769582.4657534244,2181000.0
27500000,155,5,9.0,4,18766793.31306991,20307026.315789472
3675000,160,0,0.5,6,5367273.031914894,4533500.0
14250000,115,8,7.0,3,18766793.31306991,13471150.0
3550000,55,11,3.0,2,4818179.634730539,5526153.807692308
4150000,120,11,10.0,4,4970295.55403868,5269146.553333334
1500000,75,33,2.0,2,4138010.251282051,3856060.2168674697
10500000,135,0,1.0,4,7437451.282051282,7921470.588235294
39500000,160,0,5.0,5,18766793.31306991,21011136.363636363
12750000,120,9,2.0,4,7962301.739130435,9215404.624277456
7150000,95,0,0.0,3,7962301.739130435,7948520.599250936
15000000,125,5,1.0,4,18766793.31306991,9520094.33962264
5700000,95,8,2.0,3,4970295.55403868,5269146.553333334
4900000,100,26,6.0,4,8508896.555172414,5710389.610389611
13500000,102,4,0.0,3,5749051.802409639,9257611.925373135
6650000,160,5,3.0,5,5749051.802409639,5049988.159763314
16450000,147,11,2.0,3,8011979.826612903,6994235.820895523
38250000,240,18,10.0,5,18766793.31306991,21011136.363636363
3975000,95,0,12.0,3,4818179.634730539,6835168.0
7500000,85,0,1.0,3,7962301.739130435,8532544.827586208
4299999,93,6,5.0,3,8011979.826612903,4992842.052631579
3200000,65,0,3.0,2,5478152.10355987,3784000.0
4500000,145,16,3.0,5,5848907.837837838,4219062.5
24500000,148,5,8.0,4,18766793.31306991,28832777.777777776
4350000,116,37,3.0,4,7962301.739130435,6826884.057971015
8650000,78,10,6.0,2,20111125.68306011,16373294.871794872
9000000,121,0,2.0,4,5848907.837837838,11314807.692307692
4200000,120,0,2.0,4,3884916.195530726,4584285.642857143
7150000,126,21,2.0,4,7736038.525691699,10263125.0
12450000,180,25,3.0,5,18766793.31306991,16348132.231404958
3375000,90,0,0.0,3,4138010.251282051,7672148.4375
7700000,95,7,3.0,3,18766793.31306991,8770657.894736841
4650000,100,13,3.0,4,8397364.775800712,3658924.0506329113
15750000,130,0,3.0,4,6559200.238609113,12699506.787330316
3499000,145,8,2.0,4,2769582.4657534244,4676827.383297645
4249000,160,15,10.0,4,4970295.55403868,6134857.085714285
8000000,160,0,4.0,5,5848907.837837838,4787375.0
5649000,240,0,4.0,5,4970295.55403868,5269146.553333334
7500000,150,13,12.0,5,7754128.301886792,5465263.157894737
7770000,85,4,3.0,3,7962301.739130435,7841056.338028169
3150000,80,8,2.0,3,3909949.1525423727,4706222.804347826
12000000,162,0,8.0,4,6559200.238609113,6188653.333333333
6600000,100,10,2.0,3,7962301.739130435,6870747.126436782
27900000,130,4,24.0,2,11259699.059561128,12979615.384615384
14750000,275,5,5.0,7,7962301.739130435,7948520.599250936
4500000,110,13,2.0,4,3909949.1525423727,4811928.571428572
6100000,120,6,3.0,4,5749051.802409639,5525100.0
14700000,161,7,3.0,4,7962301.739130435,9215404.624277456
3149000,75,1,0.0,2,8011979.826612903,5313413.043478261
3100000,100,16,1.0,3,5848907.837837838,3580000.0
41000000,170,31,0.0,4,18840772.21851852,35427272.72727273
20050000,125,35,12.0,4,10309326.797385622,12977272.727272728
5750000,55,5,0.0,2,16676002.409638554,7801680.541666667
3350000,120,9,0.0,3,4871095.435684647,4813621.621621622
9000000,195,13,12.0,4,7962301.739130435,6870747.126436782
5200000,125,33,1.0,4,7962301.739130435,9074265.306122448
16495000,120,27,4.0,4,18766793.31306991,28832777.777777776
30000000,210,7,8.0,5,18766793.31306991,20307026.315789472
3100000,90,10,0.0,3,4138010.251282051,3856060.2168674697
9300000,110,15,0.0,4,6559200.238609113,12699506.787330316
12750000,110,6,1.0,4,8397364.775800712,6994235.820895523
2299000,70,4,5.0,2,2769582.4657534244,2487814.777777778
2295000,100,0,3.0,3,4970295.55403868,4676827.383297645
7500000,106,5,11.0,3,6559200.238609113,8573454.545454545
12750000,165,40,1.0,5,18766793.31306991,9586294.11764706
41000000,275,13,2.0,6,20111125.68306011,17206197.183098592
4300000,95,16,7.0,3,5297494.923337092,5730666.666666667
3625000,85,11,1.0,3,5478152.10355987,10474923.076923076
21500000,123,0,9.0,4,18766793.31306991,17185621.62162162
14250000,155,20,3.0,4,8397364.775800712,10199500.0
4000000,109,3,3.0,4,5367273.031914894,4706222.804347826
28000000,105,2,0.0,3,15576012.658227848,21515789.47368421
1450000,100,0,0.0,3,4970295.55403868,1957914.2571428567
5200000,100,5,2.0,3,8011979.826612903,6513571.428571428
21900000,234,18,1.0,6,18766793.31306991,14650000.0
12200000,90,3,3.0,3,10309326.797385622,21275000.0
2450000,110,0,9.0,3,2769582.4657534244,2487814.777777778
3850000,135,29,12.0,4,7962301.739130435,5226666.666666667
1850000,70,25,0.0,3,5848907.837837838,3322187.5
2099999,110,3,1.0,3,4970295.55403868,4676827.383297645
1450000,90,5,14.0,2,4970295.55403868,4676827.383297645
3299000,60,30,0.0,2,8397364.775800712,10199500.0
8950000,180,7,10.0,5,7437451.282051282,6662500.0
1450000,110,4,2.0,3,2769582.4657534244,4107124.9583333335
7650000,135,0,7.0,4,8011979.826612903,5313413.043478261
10500000,96,5,2.0,2,20111125.68306011,16373294.871794872
4750000,80,0,3.0,3,5749051.802409639,4665867.647058823
5500000,110,28,5.0,3,10309326.797385622,6104000.0
2200000,100,32,0.0,4,5297494.923337092,4590144.913043479
2830000,130,29,1.0,4,6559200.238609113,4249098.484848484
3850000,130,32,4.0,3,20111125.68306011,4676827.383297645
3500000,75,10,-0.5,3,4254808.612440191,4063465.3465346536
9000000,70,0,3.0,3,18840772.21851852,13705463.157894736
4500000,70,0,10.0,3,5848907.837837838,4706222.804347826
5750000,125,16,1.0,4,11259699.059561128,7345454.545454546
3250000,110,1,0.0,3,3987994.5945945946,4813397.435897436
7900000,87,31,0.0,2,18840772.21851852,13988888.888888888
15000000,130,0,3.0,4,6559200.238609113,12699506.787330316
7750000,225,12,4.0,5,5478152.10355987,5030000.0
2900000,140,8,1.0,4,2769582.4657534244,2766812.5
33000000,130,3,2.0,4,18840772.21851852,28713409.09090909
3150000,85,3,2.0,2,5297494.923337092,3367270.833333333
7500000,85,10,0.5,3,4254808.612440191,3833292.682926829
11250000,115,4,24.0,3,7340518.640677966,11675000.0
4150000,88,39,2.0,3,4254808.612440191,4342142.857142857
12800000,85,27,3.0,3,18840772.21851852,25264571.42857143
2450000,55,30,0.5,2,8397364.775800712,4045456.5217391294
4495000,120,13,3.0,3,5478152.10355987,4590144.913043479
8500000,120,11,3.0,3,5367273.031914894,8947250.0
3500000,125,3,3.0,4,5367273.031914894,3491500.0
17000000,120,0,8.0,4,18766793.31306991,17185621.62162162
2650000,94,25,2.0,3,5478152.10355987,5614166.666666667
3000000,80,35,0.5,3,11259699.059561128,8378260.869565218
3250000,95,33,3.0,3,4059405.832635984,3746428.5714285714
3400000,90,30,1.0,3,7754128.301886792,7877575.757575758
6500000,85,0,2.0,3,7001761.904761905,6910181.818181818
6500000,85,0,4.0,3,8508896.555172414,5710389.610389611
5650000,135,0,8.0,3,5848907.837837838,5276792.333333333
6000000,55,0,1.0,2,8397364.775800712,11202090.0
3090000,100,4,4.0,3,3987994.5945945946,6835168.0
2390000,75,6,0.5,3,5749051.802409639,4438371.212121212
13500000,135,22,5.0,3,18766793.31306991,11202090.0
3200000,80,38,0.5,3,11259699.059561128,8567391.304347826
15500000,110,5,4.0,3,18766793.31306991,8430000.0
4700000,110,4,2.0,4,4818179.634730539,5526153.807692308
13500000,130,11,6.0,3,4547597.902097902,5023333.333333333
1800000,70,45,-0.5,3,4254808.612440191,4063465.3465346536
6250000,130,24,0.5,4,4970295.55403868,5269146.553333334
3950000,100,21,3.0,3,8397364.775800712,11202090.0
4950000,105,5,3.0,3,4970295.55403868,6794736.52631579
3725000,90,35,0.0,3,7962301.739130435,7948520.599250936
41000000,195,31,9.0,5,18840772.21851852,13988888.888888888
2500000,85,36,5.0,3,6559200.238609113,4462624.113475177
14250000,125,32,4.0,4,18840772.21851852,25311428.57142857
5750000,55,0,0.0,3,18840772.21851852,13705463.157894736
5100000,100,7,4.0,3,5749051.802409639,3863725.0
12100000,135,5,5.0,3,5297494.923337092,4769333.333333333
6200000,105,5,2.0,3,7754128.301886792,6136580.645161291
7000000,110,30,1.0,3,18840772.21851852,8292105.263157895
4500000,160,22,5.0,6,5478152.10355987,4590144.913043479
2725000,140,0,3.0,4,4970295.55403868,3526234.2890625
20500000,160,40,2.0,5,18840772.21851852,13988888.888888888
37200000,275,0,5.0,4,9683732.91925466,21864065.93406593
3800000,120,15,0.5,4,8011979.826612903,6513571.428571428
7250000,145,16,4.0,4,5848907.837837838,6471745.098039215
6650000,150,11,2.0,4,7437451.282051282,4810000.0
16850000,130,5,1.0,4,18766793.31306991,17185621.62162162
7250000,210,15,4.0,6,5478152.10355987,5945086.956521739
5900000,90,31,5.0,3,5749051.802409639,6577302.325581395
4250000,100,0,3.0,3,2769582.4657534244,2487814.777777778
5100000,85,6,1.0,2,5297494.923337092,4409719.101123596
24500000,180,9,4.0,5,9683732.91925466,21864065.93406593
9995000,74,0,4.0,2,9683732.91925466,9947500.0
25500000,220,4,10.0,4,20111125.68306011,21143846.153846152
3490000,90,11,2.0,3,4059405.832635984,4326578.947368421
6000000,110,31,0.5,4,18766793.31306991,9520094.33962264
6900000,200,12,4.0,6,6559200.238609113,3409197.662790697
4375000,90,0,1.0,3,4818179.634730539,4508500.0
11350000,130,21,10.0,4,18766793.31306991,21011136.363636363
7150000,160,3,3.0,6,5367273.031914894,4706222.804347826
16600000,180,0,4.0,5,7962301.739130435,8532544.827586208
1499000,125,6,8.0,3,2769582.4657534244,3705249.9285714286
29000000,140,5,6.0,4,18766793.31306991,21011136.363636363
7450000,135,0,2.0,4,6559200.238609113,6188653.333333333
18000000,149,1,1.0,4,11259699.059561128,13551096.774193548
8000000,150,21,1.0,4,7001761.904761905,6910181.818181818
6500000,55,0,1.0,2,7962301.739130435,7841056.338028169
6800000,140,11,3.0,4,7437451.282051282,6545000.0
39950000,230,21,1.0,5,18766793.31306991,21011136.363636363
14650000,130,5,16.0,4,18766793.31306991,11202090.0
4650000,110,25,2.0,3,5547095.228571429,4057500.0
21000000,157,4,4.0,4,20111125.68306011,20641170.21276596
15900000,147,11,0.0,3,8011979.826612903,6994235.820895523
17400000,158,0,0.0,4,8011979.826612903,12581250.0
13150000,240,20,4.0,6,8508896.555172414,8568181.818181818
8000000,200,0,3.0,6,5478152.10355987,6870747.126436782
3600000,120,30,5.0,4,5297494.923337092,6343338.129496403
12650000,115,1,3.0,4,7962301.739130435,7948520.599250936
6750000,92,0,2.0,3,8011979.826612903,5071440.677966102
8350000,160,26,5.0,4,7962301.739130435,8532544.827586208
11000000,195,0,7.0,6,9683732.91925466,6419555.555555556
6850000,105,0,2.0,3,4254808.612440191,3709696.9696969697
14600000,250,25,5.0,4,20111125.68306011,14850000.0
4680000,100,5,4.0,3,5848907.837837838,6853333.333333333
26950000,135,5,9.0,4,18766793.31306991,21011136.363636363
4950000,70,11,5.0,2,5848907.837837838,6471745.098039215
23500000,169,12,4.0,4,5478152.10355987,10474923.076923076
16500000,251,0,6.0,7,5848907.837837838,11314807.692307692
6290000,190,5,4.0,6,4059405.832635984,3746428.5714285714
10400000,90,4,6.0,3,18766793.31306991,9520094.33962264
2599000,110,8,2.0,3,2769582.4657534244,3480374.958333333
5650000,90,8,1.0,3,4970295.55403868,5269146.553333334
7500000,120,30,3.0,4,8397364.775800712,6772875.166666667
24800000,161,0,6.0,4,8508896.555172414,8019684.777173913
4450000,110,0,0.0,4,5478152.10355987,5049988.159763314
6750000,90,0,2.0,3,7962301.739130435,9215404.624277456
3499000,114,0,1.0,3,4970295.55403868,5269146.553333334
7000000,115,29,7.0,4,8508896.555172414,5710389.610389611
6500000,100,0,4.0,3,7754128.301886792,10331944.444444444
11500000,190,4,1.0,4,4138010.251282051,3856060.2168674697
3399000,100,0,0.5,3,4970295.55403868,6057293.357798165
25000000,130,0,4.0,4,18766793.31306991,16348132.231404958
7900000,90,0,3.0,3,7962301.739130435,7948520.599250936
6000000,220,23,12.0,6,5297494.923337092,4590144.913043479
6350000,100,7,0.5,6,11259699.059561128,6835168.0
5800000,110,5,4.0,3,3909949.1525423727,3752777.777777778
27650000,110,12,3.0,4,18766793.31306991,28832777.777777776
4565000,200,5,4.0,6,3884916.195530726,3517362.068965517
4850000,100,5,0.0,3,4970295.55403868,6057293.357798165
5100000,85,0,1.0,3,5478152.10355987,4243333.333333333
2950000,80,9,0.0,3,4871095.435684647,4330600.0
12000000,140,28,1.0,4,18766793.31306991,15964615.384615384
13950000,165,2,4.0,4,7962301.739130435,9215404.624277456
4650000,110,0,4.0,4,4138010.251282051,6994235.820895523
3920000,116,4,2.0,3,7736038.525691699,3818615.384615385
3895000,135,12,2.0,4,5297494.923337092,3367270.833333333
17950000,120,9,1.0,4,18766793.31306991,21011136.363636363
8450000,115,35,2.0,4,18766793.31306991,16348132.231404958
4700000,90,0,2.0,3,5297494.923337092,5730666.666666667
5250000,60,10,0.0,2,18766793.31306991,16348132.231404958
20000000,240,6,4.0,6,6559200.238609113,12699506.787330316
9750000,100,26,2.0,3,11259699.059561128,6835168.0
2600000,85,20,-1.0,3,9683732.91925466,4168547.619047619
16000000,160,5,12.0,4,8397364.775800712,6994235.820895523
26000000,158,0,4.0,4,18840772.21851852,13705463.157894736
15000000,145,0,1.0,4,6559200.238609113,12699506.787330316
14850000,130,0,0.5,4,18766793.31306991,21011136.363636363
5650000,230,30,5.0,6,6559200.238609113,4462624.113475177
1850000,105,2,1.0,3,2769582.4657534244,2487814.777777778
5800000,180,5,7.0,6,5749051.802409639,4267661.957746479
34500000,171,1,0.0,4,9683732.91925466,6835168.0
7500000,170,5,0.5,6,5367273.031914894,4706222.804347826
23250000,105,5,4.0,3,10309326.797385622,8420000.0
5100000,100,23,10.0,3,4970295.55403868,6057293.357798165
2385000,140,6,3.0,4,2769582.4657534244,2863687.34375
10000000,130,1,9.0,4,8397364.775800712,6772875.166666667
10500000,110,4,3.0,4,7962301.739130435,8532544.827586208
22000000,170,15,10.0,4,20111125.68306011,16373294.871794872
6250000,135,0,6.0,4,2769582.4657534244,2863687.34375
4800000,160,19,1.0,4,4970295.55403868,6134857.085714285
3000000,100,26,4.0,3,4547597.902097902,7186842.105263158
2350000,125,30,2.0,4,5877304.964539007,6835168.0
3200000,100,4,3.0,3,5367273.031914894,3491500.0
3650000,110,16,8.0,3,8397364.775800712,3658924.0506329113
2750000,90,26,2.0,3,8508896.555172414,4884594.567567567
2580000,60,5,3.0,2,5367273.031914894,5359375.0
5000000,80,5,5.0,2,7437451.282051282,7355370.37037037
3400000,100,40,12.0,4,4254808.612440191,3666525.423728813
6100000,180,25,3.0,5,4254808.612440191,4063465.3465346536
2400000,75,30,5.0,3,5848907.837837838,7837499.9375
4500000,125,27,4.0,4,4970295.55403868,3955500.0
5150000,80,5,2.0,3,5749051.802409639,6994235.820895523
3050000,100,0,24.0,3,2769582.4657534244,3702766.6666666665
26950000,125,0,1.0,4,18766793.31306991,28832777.777777776
4850000,83,11,0.0,3,5478152.10355987,4811928.571428572
27000000,150,0,3.0,4,18766793.31306991,28832777.777777776
7550000,220,0,0.0,6,4254808.612440191,4012796.610169492
5750000,75,4,2.0,2,4970295.55403868,6487466.45
4500000,85,20,4.0,3,5749051.802409639,5525100.0
4600000,120,0,-3.0,4,5749051.802409639,4438371.212121212
7900000,135,20,3.0,4,8397364.775800712,10352631.578947367
4650000,60,10,6.0,2,4818179.634730539,5526153.807692308
7500000,115,21,4.0,3,11259699.059561128,15854853.658536583
3750000,65,10,0.0,2,7962301.739130435,5410937.5
6250000,68,6,0.5,2,7962301.739130435,7948520.599250936
3750000,100,5,0.5,4,8011979.826612903,5330999.954545454
2900000,55,25,0.0,2,5749051.802409639,10140060.606060604
19500000,165,12,3.0,4,15576012.658227848,21515789.47368421
17950000,110,6,1.0,4,18766793.31306991,21011136.363636363
8000000,140,4,2.0,3,5297494.923337092,4409719.101123596
8600000,180,43,3.0,4,8397364.775800712,10199500.0
25000000,170,33,3.0,5,16676002.409638554,23006896.55172414
5000000,85,0,7.0,3,5297494.923337092,4706222.804347826
4060000,85,3,3.0,3,4138010.251282051,3856060.2168674697
5150000,90,1,3.0,3,5877304.964539007,5730666.666666667
9500000,120,38,1.0,4,10309326.797385622,7672148.4375
9000000,130,26,6.0,4,7437451.282051282,5997111.111111111
28500000,275,0,3.0,7,6559200.238609113,12699506.787330316
2499000,70,4,7.0,2,2769582.4657534244,2487814.777777778
1950000,110,0,3.0,3,4970295.55403868,6057293.357798165
23500000,140,4,1.0,4,16676002.409638554,23006896.55172414
6750000,75,0,2.0,2,5749051.802409639,5340163.265306123
4100000,85,18,4.0,3,5749051.802409639,3863725.0
7550000,85,6,3.0,3,7962301.739130435,7841056.338028169
10350000,70,5,14.0,2,8508896.555172414,14628409.090909092
15300000,145,0,1.0,4,6559200.238609113,12699506.787330316
5500000,135,6,-1.0,4,11259699.059561128,5508072.727272728
5500000,102,6,1.0,3,8397364.775800712,5261538.442307692
1450000,90,7,3.0,2,4970295.55403868,4676827.383297645
28950000,147,0,5.0,4,18766793.31306991,20307026.315789472
4300000,130,6,12.0,3,5297494.923337092,3367270.833333333
4750000,110,5,1.0,4,5749051.802409639,9257611.925373135
5150000,140,1,12.0,4,8011979.826612903,5313413.043478261
36000000,220,0,0.0,5,18766793.31306991,28832777.777777776
7300000,84,16,1.0,3,5297494.923337092,9753616.279069768
3100000,70,33,0.5,2,11259699.059561128,8086842.105263158
3300000,160,30,4.0,4,4547597.902097902,17185621.62162162
5800000,150,39,3.0,4,4254808.612440191,4063465.3465346536
2450000,85,25,3.0,3,5478152.10355987,4590144.913043479
3600000,100,5,3.0,3,3987994.5945945946,6835168.0
